date,state,district,pincode,bio_age_5_17,bio_age_17_
02-08-2025,Karnataka,Bangalore,560001,0,2
02-08-2025,Karnataka,Bangalore,560005,2,2
02-08-2025,Karnataka,Bangalore,560007,1,0
02-08-2025,Karnataka,Bangalore,560010,1,9
02-08-2025,Karnataka,Bangalore,560017,0,2
02-08-2025,Karnataka,Bangalore,560019,1,0
02-08-2025,Karnataka,Bangalore,560021,3,10
02-08-2025,Karnataka,Bangalore,560039,6,2
02-08-2025,Karnataka,Bangalore,560047,5,7
02-08-2025,Karnataka,Bangalore,560049,3,7
02-08-2025,Karnataka,Bangalore,560054,2,2
02-08-2025,Karnataka,Bangalore,560055,0,1
02-08-2025,Karnataka,Bangalore,560065,1,0
02-08-2025,Karnataka,Bangalore,560070,2,4
02-08-2025,Karnataka,Bangalore,562125,1,6
02-08-2025,Karnataka,Bangalore,562130,1,3
31-07-2025,Karnataka,Bangalore,560002,2,9
31-07-2025,Karnataka,Bangalore,560018,1,5
31-07-2025,Karnataka,Bangalore,560020,0,1
31-07-2025,Karnataka,Bangalore,560023,3,22
31-07-2025,Karnataka,Bangalore,560033,0,6
31-07-2025,Karnataka,Bangalore,560037,3,10
31-07-2025,Karnataka,Bangalore,560062,2,11
31-07-2025,Karnataka,Bangalore,560073,3,8
31-07-2025,Karnataka,Bangalore,560085,3,8
31-07-2025,Karnataka,Bangalore,560087,1,0
31-07-2025,Karnataka,Bangalore,560088,2,1
31-07-2025,Karnataka,Bangalore,560090,2,4
31-07-2025,Karnataka,Bangalore,560093,1,2
31-07-2025,Karnataka,Bangalore,560099,3,6
31-07-2025,Karnataka,Bangalore,562107,4,4
29-07-2025,Karnataka,Bangalore,560004,2,6
29-07-2025,Karnataka,Bangalore,560024,2,4
29-07-2025,Karnataka,Bangalore,560028,0,3
29-07-2025,Karnataka,Bangalore,560032,5,13
29-07-2025,Karnataka,Bangalore,560040,3,11
29-07-2025,Karnataka,Bangalore,560043,6,14
29-07-2025,Karnataka,Bangalore,560045,11,36
29-07-2025,Karnataka,Bangalore,560046,0,5
29-07-2025,Karnataka,Bangalore,560066,4,7
29-07-2025,Karnataka,Bangalore,560070,2,9
29-07-2025,Karnataka,Bangalore,560071,0,2
29-07-2025,Karnataka,Bangalore,560086,1,10
29-07-2025,Karnataka,Bangalore,560093,0,3
29-07-2025,Karnataka,Bangalore,560099,1,7
29-07-2025,Karnataka,Bangalore,560100,1,11
29-07-2025,Karnataka,Bangalore,560103,0,3
29-07-2025,Karnataka,Bangalore,562120,0,2
30-07-2025,Karnataka,Bangalore,560002,2,9
30-07-2025,Karnataka,Bangalore,560004,0,6
30-07-2025,Karnataka,Bangalore,560006,0,2
30-07-2025,Karnataka,Bangalore,560010,1,7
30-07-2025,Karnataka,Bangalore,560017,0,3
30-07-2025,Karnataka,Bangalore,560019,1,6
30-07-2025,Karnataka,Bangalore,560023,4,15
30-07-2025,Karnataka,Bangalore,560026,6,33
30-07-2025,Karnataka,Bangalore,560027,1,6
30-07-2025,Karnataka,Bangalore,560030,1,9
30-07-2025,Karnataka,Bangalore,560039,3,9
30-07-2025,Karnataka,Bangalore,560058,1,7
30-07-2025,Karnataka,Bangalore,560059,0,2
30-07-2025,Karnataka,Bangalore,560067,4,3
30-07-2025,Karnataka,Bangalore,560087,1,3
30-07-2025,Karnataka,Bangalore,560091,4,18
30-07-2025,Karnataka,Bangalore,560093,0,9
30-07-2025,Karnataka,Bangalore,560097,2,7
30-07-2025,Karnataka,Bangalore,560102,0,2
03-08-2025,Karnataka,Bangalore,560002,0,1
03-08-2025,Karnataka,Bangalore,560009,0,1
03-08-2025,Karnataka,Bangalore,560010,0,1
03-08-2025,Karnataka,Bangalore,560027,0,2
03-08-2025,Karnataka,Bangalore,560029,0,1
03-08-2025,Karnataka,Bangalore,560045,7,3
03-08-2025,Karnataka,Bangalore,560046,0,1
03-08-2025,Karnataka,Bangalore,560053,0,1
03-08-2025,Karnataka,Bangalore,560069,1,0
03-08-2025,Karnataka,Bangalore,560076,0,1
03-08-2025,Karnataka,Bangalore,560096,0,2
03-08-2025,Karnataka,Bangalore,560100,0,1
03-08-2025,Karnataka,Bangalore,562110,0,1
05-08-2025,Karnataka,Bangalore,560003,2,12
05-08-2025,Karnataka,Bangalore,560004,0,6
05-08-2025,Karnataka,Bangalore,560011,1,8
05-08-2025,Karnataka,Bangalore,560023,3,13
05-08-2025,Karnataka,Bangalore,560027,3,11
05-08-2025,Karnataka,Bangalore,560029,2,4
05-08-2025,Karnataka,Bangalore,560035,1,0
05-08-2025,Karnataka,Bangalore,560043,5,26
05-08-2025,Karnataka,Bangalore,560046,1,5
05-08-2025,Karnataka,Bangalore,560047,5,16
05-08-2025,Karnataka,Bangalore,560048,0,5
05-08-2025,Karnataka,Bangalore,560049,5,11
05-08-2025,Karnataka,Bangalore,560051,2,12
05-08-2025,Karnataka,Bangalore,560054,2,1
05-08-2025,Karnataka,Bangalore,560062,1,3
05-08-2025,Karnataka,Bangalore,560064,0,12
05-08-2025,Karnataka,Bangalore,560067,0,5
05-08-2025,Karnataka,Bangalore,560072,2,12
05-08-2025,Karnataka,Bangalore,560077,4,11
05-08-2025,Karnataka,Bangalore,560083,0,7
05-08-2025,Karnataka,Bangalore,560090,1,11
05-08-2025,Karnataka,Bangalore,560092,1,6
05-08-2025,Karnataka,Bangalore,560093,0,3
05-08-2025,Karnataka,Bangalore,560095,0,3
05-08-2025,Karnataka,Bangalore,560096,1,6
05-08-2025,Karnataka,Bangalore,560097,1,7
05-08-2025,Karnataka,Bangalore,560105,1,9
06-08-2025,Karnataka,Bangalore,560006,0,3
06-08-2025,Karnataka,Bangalore,560013,0,2
06-08-2025,Karnataka,Bangalore,560027,0,5
06-08-2025,Karnataka,Bangalore,560033,1,7
06-08-2025,Karnataka,Bangalore,560037,1,8
06-08-2025,Karnataka,Bangalore,560043,8,23
06-08-2025,Karnataka,Bangalore,560047,2,21
06-08-2025,Karnataka,Bangalore,560048,0,5
06-08-2025,Karnataka,Bangalore,560050,0,2
06-08-2025,Karnataka,Bangalore,560053,2,4
06-08-2025,Karnataka,Bangalore,560056,0,7
06-08-2025,Karnataka,Bangalore,560058,1,14
06-08-2025,Karnataka,Bangalore,560064,1,8
06-08-2025,Karnataka,Bangalore,560076,3,10
06-08-2025,Karnataka,Bangalore,560082,1,7
06-08-2025,Karnataka,Bangalore,560092,1,4
06-08-2025,Karnataka,Bangalore,560100,5,6
06-08-2025,Karnataka,Bangalore,560105,2,6
06-08-2025,Karnataka,Bangalore,562106,7,16
06-08-2025,Karnataka,Bangalore,562125,2,12
06-08-2025,Karnataka,Bangalore,562130,0,5
23-10-2025,Karnataka,Bangalore,560023,1,10
23-10-2025,Karnataka,Bangalore,560029,2,11
23-10-2025,Karnataka,Bangalore,560030,1,7
23-10-2025,Karnataka,Bangalore,560032,2,29
23-10-2025,Karnataka,Bangalore,560034,0,5
23-10-2025,Karnataka,Bangalore,560041,1,4
23-10-2025,Karnataka,Bangalore,560060,2,7
23-10-2025,Karnataka,Bangalore,560066,2,4
23-10-2025,Karnataka,Bangalore,560071,0,2
23-10-2025,Karnataka,Bangalore,560072,1,4
23-10-2025,Karnataka,Bangalore,560075,0,2
23-10-2025,Karnataka,Bangalore,560079,5,27
23-10-2025,Karnataka,Bangalore,560082,1,2
23-10-2025,Karnataka,Bangalore,560085,1,6
23-10-2025,Karnataka,Bangalore,560087,0,4
23-10-2025,Karnataka,Bangalore,560094,0,6
23-10-2025,Karnataka,Bangalore,560098,3,10
23-10-2025,Karnataka,Bangalore,560104,0,1
24-10-2025,Karnataka,Bangalore,560005,0,7
24-10-2025,Karnataka,Bangalore,560013,1,3
24-10-2025,Karnataka,Bangalore,560019,0,5
24-10-2025,Karnataka,Bangalore,560024,0,4
24-10-2025,Karnataka,Bangalore,560027,1,4
24-10-2025,Karnataka,Bangalore,560037,1,11
24-10-2025,Karnataka,Bangalore,560049,1,7
24-10-2025,Karnataka,Bangalore,560058,3,23
24-10-2025,Karnataka,Bangalore,560064,7,25
24-10-2025,Karnataka,Bangalore,560068,4,13
24-10-2025,Karnataka,Bangalore,560073,1,9
24-10-2025,Karnataka,Bangalore,560079,1,17
24-10-2025,Karnataka,Bangalore,560083,1,8
24-10-2025,Karnataka,Bangalore,560084,3,8
24-10-2025,Karnataka,Bangalore,560088,0,2
24-10-2025,Karnataka,Bangalore,560092,0,1
24-10-2025,Karnataka,Bangalore,560094,1,5
24-10-2025,Karnataka,Bangalore,562106,3,22
24-10-2025,Karnataka,Bangalore,562123,1,8
24-10-2025,Karnataka,Bangalore,562157,0,1
27-10-2025,Karnataka,Bangalore,560001,0,3
27-10-2025,Karnataka,Bangalore,560004,0,3
27-10-2025,Karnataka,Bangalore,560006,1,0
27-10-2025,Karnataka,Bangalore,560011,2,8
27-10-2025,Karnataka,Bangalore,560015,0,1
27-10-2025,Karnataka,Bangalore,560018,0,8
27-10-2025,Karnataka,Bangalore,560019,0,8
27-10-2025,Karnataka,Bangalore,560024,0,3
27-10-2025,Karnataka,Bangalore,560028,1,2
27-10-2025,Karnataka,Bangalore,560034,0,4
27-10-2025,Karnataka,Bangalore,560040,2,8
27-10-2025,Karnataka,Bangalore,560047,0,17
27-10-2025,Karnataka,Bangalore,560066,0,6
27-10-2025,Karnataka,Bangalore,560068,5,22
27-10-2025,Karnataka,Bangalore,560075,0,3
27-10-2025,Karnataka,Bangalore,560096,4,9
27-10-2025,Karnataka,Bangalore,560098,1,1
27-10-2025,Karnataka,Bangalore,560099,0,4
27-10-2025,Karnataka,Bangalore,562106,4,18
27-10-2025,Karnataka,Bangalore,562114,0,2
27-10-2025,Karnataka,Bangalore,562123,3,6
27-10-2025,Karnataka,Bangalore,562149,1,9
27-10-2025,Karnataka,Bangalore,562157,1,5
30-10-2025,Karnataka,Bangalore,560002,0,7
30-10-2025,Karnataka,Bangalore,560004,0,5
30-10-2025,Karnataka,Bangalore,560010,1,8
30-10-2025,Karnataka,Bangalore,560014,2,2
30-10-2025,Karnataka,Bangalore,560015,2,3
30-10-2025,Karnataka,Bangalore,560023,0,17
30-10-2025,Karnataka,Bangalore,560027,0,4
30-10-2025,Karnataka,Bangalore,560028,1,2
30-10-2025,Karnataka,Bangalore,560029,1,8
30-10-2025,Karnataka,Bangalore,560033,1,9
30-10-2025,Karnataka,Bangalore,560049,2,3
30-10-2025,Karnataka,Bangalore,560057,1,9
30-10-2025,Karnataka,Bangalore,560068,3,32
30-10-2025,Karnataka,Bangalore,560077,5,1
30-10-2025,Karnataka,Bangalore,560078,2,14
30-10-2025,Karnataka,Bangalore,560086,3,7
30-10-2025,Karnataka,Bangalore,560093,0,1
30-10-2025,Karnataka,Bangalore,560102,0,7
30-10-2025,Karnataka,Bangalore,560105,0,2
30-10-2025,Karnataka,Bangalore,562130,3,5
30-10-2025,Karnataka,Bangalore,562159,0,1
22-10-2025,Karnataka,Bangalore,560002,0,5
22-10-2025,Karnataka,Bangalore,560010,1,6
22-10-2025,Karnataka,Bangalore,560016,3,8
22-10-2025,Karnataka,Bangalore,560025,0,1
22-10-2025,Karnataka,Bangalore,560034,0,2
22-10-2025,Karnataka,Bangalore,560035,0,2
22-10-2025,Karnataka,Bangalore,560045,12,35
22-10-2025,Karnataka,Bangalore,560046,0,2
22-10-2025,Karnataka,Bangalore,560048,1,0
22-10-2025,Karnataka,Bangalore,560050,1,0
22-10-2025,Karnataka,Bangalore,560057,4,4
22-10-2025,Karnataka,Bangalore,560064,1,5
22-10-2025,Karnataka,Bangalore,560073,4,3
22-10-2025,Karnataka,Bangalore,560080,0,1
22-10-2025,Karnataka,Bangalore,560083,2,2
22-10-2025,Karnataka,Bangalore,560092,0,3
22-10-2025,Karnataka,Bangalore,562125,1,0
17-10-2025,Karnataka,Bangalore,560008,1,5
17-10-2025,Karnataka,Bangalore,560014,1,1
17-10-2025,Karnataka,Bangalore,560028,0,3
17-10-2025,Karnataka,Bangalore,560033,5,7
17-10-2025,Karnataka,Bangalore,560043,0,13
17-10-2025,Karnataka,Bangalore,560049,3,21
17-10-2025,Karnataka,Bangalore,560050,1,3
17-10-2025,Karnataka,Bangalore,560054,0,7
17-10-2025,Karnataka,Bangalore,560062,2,9
17-10-2025,Karnataka,Bangalore,560064,2,15
17-10-2025,Karnataka,Bangalore,560067,1,4
17-10-2025,Karnataka,Bangalore,560071,0,1
17-10-2025,Karnataka,Bangalore,560079,2,12
17-10-2025,Karnataka,Bangalore,560084,1,10
17-10-2025,Karnataka,Bangalore,560091,4,12
17-10-2025,Karnataka,Bangalore,560094,1,8
17-10-2025,Karnataka,Bangalore,560096,1,13
17-10-2025,Karnataka,Bangalore,560100,3,6
17-10-2025,Karnataka,Bangalore,560102,1,2
17-10-2025,Karnataka,Bangalore,560104,0,2
17-10-2025,Karnataka,Bangalore,562125,1,3
26-10-2025,Karnataka,Bangalore,560001,0,3
26-10-2025,Karnataka,Bangalore,560022,0,4
26-10-2025,Karnataka,Bangalore,560026,1,6
26-10-2025,Karnataka,Bangalore,560038,1,2
26-10-2025,Karnataka,Bangalore,560050,2,1
26-10-2025,Karnataka,Bangalore,560054,5,1
26-10-2025,Karnataka,Bangalore,560056,2,5
26-10-2025,Karnataka,Bangalore,560062,1,2
26-10-2025,Karnataka,Bangalore,560076,5,3
26-10-2025,Karnataka,Bangalore,560094,2,4
26-10-2025,Karnataka,Bangalore,560105,1,1
26-10-2025,Karnataka,Bangalore,562123,0,2
26-10-2025,Karnataka,Bangalore,562125,2,3
26-10-2025,Karnataka,Bangalore,562130,7,3
25-10-2025,Karnataka,Bangalore,560005,0,4
25-10-2025,Karnataka,Bangalore,560010,1,8
25-10-2025,Karnataka,Bangalore,560013,0,3
25-10-2025,Karnataka,Bangalore,560034,0,3
25-10-2025,Karnataka,Bangalore,560038,1,6
25-10-2025,Karnataka,Bangalore,560043,7,16
25-10-2025,Karnataka,Bangalore,560051,3,4
25-10-2025,Karnataka,Bangalore,560053,0,4
25-10-2025,Karnataka,Bangalore,560065,1,3
25-10-2025,Karnataka,Bangalore,560076,5,8
25-10-2025,Karnataka,Bangalore,560079,6,16
25-10-2025,Karnataka,Bangalore,560082,0,3
25-10-2025,Karnataka,Bangalore,560083,1,5
25-10-2025,Karnataka,Bangalore,560084,8,12
25-10-2025,Karnataka,Bangalore,560089,1,1
25-10-2025,Karnataka,Bangalore,560091,6,7
25-10-2025,Karnataka,Bangalore,560092,4,1
25-10-2025,Karnataka,Bangalore,560094,4,5
25-10-2025,Karnataka,Bangalore,562130,0,5
25-10-2025,Karnataka,Bangalore,562157,0,1
29-10-2025,Karnataka,Bangalore,560001,0,5
29-10-2025,Karnataka,Bangalore,560002,0,2
29-10-2025,Karnataka,Bangalore,560010,2,9
29-10-2025,Karnataka,Bangalore,560013,0,1
29-10-2025,Karnataka,Bangalore,560022,4,6
29-10-2025,Karnataka,Bangalore,560023,3,7
29-10-2025,Karnataka,Bangalore,560033,1,8
29-10-2025,Karnataka,Bangalore,560035,1,3
29-10-2025,Karnataka,Bangalore,560036,3,5
29-10-2025,Karnataka,Bangalore,560038,2,4
29-10-2025,Karnataka,Bangalore,560043,6,12
29-10-2025,Karnataka,Bangalore,560050,0,6
29-10-2025,Karnataka,Bangalore,560053,3,7
29-10-2025,Karnataka,Bangalore,560058,4,11
29-10-2025,Karnataka,Bangalore,560067,2,3
29-10-2025,Karnataka,Bangalore,560070,1,7
29-10-2025,Karnataka,Bangalore,560084,2,18
29-10-2025,Karnataka,Bangalore,560085,1,7
29-10-2025,Karnataka,Bangalore,560096,1,10
29-10-2025,Karnataka,Bangalore,560099,1,7
29-10-2025,Karnataka,Bangalore,560104,0,1
29-10-2025,Karnataka,Bangalore,562106,1,13
29-10-2025,Karnataka,Bangalore,562120,0,2
29-10-2025,Karnataka,Bangalore,562149,0,1
29-10-2025,Karnataka,Bangalore,562157,1,5
28-10-2025,Karnataka,Bangalore,560010,0,7
28-10-2025,Karnataka,Bangalore,560013,2,1
28-10-2025,Karnataka,Bangalore,560017,2,5
28-10-2025,Karnataka,Bangalore,560026,3,31
28-10-2025,Karnataka,Bangalore,560037,2,5
28-10-2025,Karnataka,Bangalore,560039,2,7
28-10-2025,Karnataka,Bangalore,560040,2,8
28-10-2025,Karnataka,Bangalore,560045,5,34
28-10-2025,Karnataka,Bangalore,560053,0,5
28-10-2025,Karnataka,Bangalore,560054,2,5
28-10-2025,Karnataka,Bangalore,560056,2,13
28-10-2025,Karnataka,Bangalore,560062,1,10
28-10-2025,Karnataka,Bangalore,560064,4,11
28-10-2025,Karnataka,Bangalore,560070,1,7
28-10-2025,Karnataka,Bangalore,560071,0,1
28-10-2025,Karnataka,Bangalore,560082,1,4
28-10-2025,Karnataka,Bangalore,560086,0,6
28-10-2025,Karnataka,Bangalore,560090,5,6
28-10-2025,Karnataka,Bangalore,560095,1,1
28-10-2025,Karnataka,Bangalore,560096,2,6
28-10-2025,Karnataka,Bangalore,560099,3,5
28-10-2025,Karnataka,Bangalore,562106,7,17
28-10-2025,Karnataka,Bangalore,562110,0,2
28-10-2025,Karnataka,Bangalore,562123,1,7
31-10-2025,Karnataka,Bangalore,560008,0,11
31-10-2025,Karnataka,Bangalore,560011,1,11
31-10-2025,Karnataka,Bangalore,560017,0,2
31-10-2025,Karnataka,Bangalore,560019,0,4
31-10-2025,Karnataka,Bangalore,560023,3,14
31-10-2025,Karnataka,Bangalore,560024,0,5
31-10-2025,Karnataka,Bangalore,560037,1,7
31-10-2025,Karnataka,Bangalore,560065,0,1
31-10-2025,Karnataka,Bangalore,560073,1,9
31-10-2025,Karnataka,Bangalore,560078,4,39
31-10-2025,Karnataka,Bangalore,560092,1,6
31-10-2025,Karnataka,Bangalore,560094,0,3
31-10-2025,Karnataka,Bangalore,560099,1,6
31-10-2025,Karnataka,Bangalore,562120,0,1
31-10-2025,Karnataka,Bangalore,562123,1,6
01-11-2025,Karnataka,Bangalore,560013,1,0
01-11-2025,Karnataka,Bangalore,560015,0,1
01-11-2025,Karnataka,Bangalore,560024,1,0
01-11-2025,Karnataka,Bangalore,560029,1,1
01-11-2025,Karnataka,Bangalore,560038,0,1
01-11-2025,Karnataka,Bangalore,560045,1,6
01-11-2025,Karnataka,Bangalore,560048,1,0
01-11-2025,Karnataka,Bangalore,560054,1,1
01-11-2025,Karnataka,Bangalore,560062,0,1
01-11-2025,Karnataka,Bangalore,560068,0,3
01-11-2025,Karnataka,Bangalore,560069,0,1
01-11-2025,Karnataka,Bangalore,560082,1,4
01-11-2025,Karnataka,Bangalore,560083,3,2
01-11-2025,Karnataka,Bangalore,560094,0,2
19-09-2025,Karnataka,Bangalore,560003,0,7
19-09-2025,Karnataka,Bangalore,560011,1,4
19-09-2025,Karnataka,Bangalore,560013,0,2
19-09-2025,Karnataka,Bangalore,560017,3,13
19-09-2025,Karnataka,Bangalore,560061,3,4
19-09-2025,Karnataka,Bangalore,560068,5,19
19-09-2025,Karnataka,Bangalore,560078,1,15
19-09-2025,Karnataka,Bangalore,560080,0,2
19-09-2025,Karnataka,Bangalore,560085,2,15
19-09-2025,Karnataka,Bangalore,560093,0,4
19-09-2025,Karnataka,Bangalore,560100,1,12
24-09-2025,Karnataka,Bangalore,560008,3,11
24-09-2025,Karnataka,Bangalore,560026,12,32
24-09-2025,Karnataka,Bangalore,560028,1,5
24-09-2025,Karnataka,Bangalore,560033,2,8
24-09-2025,Karnataka,Bangalore,560036,5,6
24-09-2025,Karnataka,Bangalore,560038,2,3
24-09-2025,Karnataka,Bangalore,560046,0,3
24-09-2025,Karnataka,Bangalore,560050,5,5
24-09-2025,Karnataka,Bangalore,560054,5,4
24-09-2025,Karnataka,Bangalore,560055,0,3
24-09-2025,Karnataka,Bangalore,560062,0,16
24-09-2025,Karnataka,Bangalore,560065,2,0
24-09-2025,Karnataka,Bangalore,560068,7,20
24-09-2025,Karnataka,Bangalore,560077,6,19
24-09-2025,Karnataka,Bangalore,560090,1,3
24-09-2025,Karnataka,Bangalore,560099,1,3
24-09-2025,Karnataka,Bangalore,562107,1,4
24-09-2025,Karnataka,Bangalore,562125,0,7
24-09-2025,Karnataka,Bangalore,562157,4,2
06-10-2025,Karnataka,Bangalore,560004,2,5
06-10-2025,Karnataka,Bangalore,560011,3,15
06-10-2025,Karnataka,Bangalore,560015,4,2
06-10-2025,Karnataka,Bangalore,560017,1,2
06-10-2025,Karnataka,Bangalore,560021,3,17
06-10-2025,Karnataka,Bangalore,560026,10,24
06-10-2025,Karnataka,Bangalore,560030,4,9
06-10-2025,Karnataka,Bangalore,560032,19,20
06-10-2025,Karnataka,Bangalore,560033,4,6
06-10-2025,Karnataka,Bangalore,560045,14,31
06-10-2025,Karnataka,Bangalore,560066,1,5
06-10-2025,Karnataka,Bangalore,560071,0,1
06-10-2025,Karnataka,Bangalore,560072,3,12
06-10-2025,Karnataka,Bangalore,560073,2,12
06-10-2025,Karnataka,Bangalore,560086,4,8
06-10-2025,Karnataka,Bangalore,560097,7,10
06-10-2025,Karnataka,Bangalore,562130,4,4
11-09-2025,Karnataka,Bangalore,560003,1,13
11-09-2025,Karnataka,Bangalore,560004,0,1
11-09-2025,Karnataka,Bangalore,560016,2,10
11-09-2025,Karnataka,Bangalore,560021,0,13
11-09-2025,Karnataka,Bangalore,560038,0,7
11-09-2025,Karnataka,Bangalore,560042,1,0
11-09-2025,Karnataka,Bangalore,560047,0,11
11-09-2025,Karnataka,Bangalore,560048,0,5
11-09-2025,Karnataka,Bangalore,560050,3,6
11-09-2025,Karnataka,Bangalore,560055,0,1
11-09-2025,Karnataka,Bangalore,560062,2,3
11-09-2025,Karnataka,Bangalore,560064,1,11
11-09-2025,Karnataka,Bangalore,560068,5,21
11-09-2025,Karnataka,Bangalore,560069,0,1
11-09-2025,Karnataka,Bangalore,560071,0,1
11-09-2025,Karnataka,Bangalore,560086,1,5
11-09-2025,Karnataka,Bangalore,560096,2,3
11-09-2025,Karnataka,Bangalore,560097,3,10
11-09-2025,Karnataka,Bangalore,560099,2,1
11-09-2025,Karnataka,Bangalore,560103,2,5
15-09-2025,Karnataka,Bangalore,560029,3,7
15-09-2025,Karnataka,Bangalore,560033,0,8
15-09-2025,Karnataka,Bangalore,560036,1,5
15-09-2025,Karnataka,Bangalore,560037,2,10
15-09-2025,Karnataka,Bangalore,560041,1,2
15-09-2025,Karnataka,Bangalore,560051,1,12
15-09-2025,Karnataka,Bangalore,560068,1,13
15-09-2025,Karnataka,Bangalore,560073,4,4
15-09-2025,Karnataka,Bangalore,560083,1,9
15-09-2025,Karnataka,Bangalore,560091,3,13
15-09-2025,Karnataka,Bangalore,560099,1,7
12-09-2025,Karnataka,Bangalore,560005,0,6
12-09-2025,Karnataka,Bangalore,560018,2,8
12-09-2025,Karnataka,Bangalore,560022,1,7
12-09-2025,Karnataka,Bangalore,560023,2,16
12-09-2025,Karnataka,Bangalore,560027,1,9
12-09-2025,Karnataka,Bangalore,560029,0,8
12-09-2025,Karnataka,Bangalore,560054,3,6
12-09-2025,Karnataka,Bangalore,560056,1,3
12-09-2025,Karnataka,Bangalore,560064,2,9
12-09-2025,Karnataka,Bangalore,560072,0,10
12-09-2025,Karnataka,Bangalore,560073,0,5
25-09-2025,Karnataka,Bangalore,560002,1,3
25-09-2025,Karnataka,Bangalore,560020,0,1
25-09-2025,Karnataka,Bangalore,560022,2,4
25-09-2025,Karnataka,Bangalore,560024,1,1
25-09-2025,Karnataka,Bangalore,560035,3,3
25-09-2025,Karnataka,Bangalore,560040,3,12
25-09-2025,Karnataka,Bangalore,560053,4,6
25-09-2025,Karnataka,Bangalore,560058,1,6
25-09-2025,Karnataka,Bangalore,560059,0,1
25-09-2025,Karnataka,Bangalore,560060,4,14
25-09-2025,Karnataka,Bangalore,560072,4,4
25-09-2025,Karnataka,Bangalore,560083,2,4
25-09-2025,Karnataka,Bangalore,560086,2,13
25-09-2025,Karnataka,Bangalore,560102,0,2
25-09-2025,Karnataka,Bangalore,562125,0,4
25-09-2025,Karnataka,Bangalore,562157,2,4
26-09-2025,Karnataka,Bangalore,560003,3,3
26-09-2025,Karnataka,Bangalore,560004,1,3
26-09-2025,Karnataka,Bangalore,560009,0,1
26-09-2025,Karnataka,Bangalore,560015,1,4
26-09-2025,Karnataka,Bangalore,560024,0,3
26-09-2025,Karnataka,Bangalore,560033,1,7
26-09-2025,Karnataka,Bangalore,560037,4,12
26-09-2025,Karnataka,Bangalore,560043,7,7
26-09-2025,Karnataka,Bangalore,560047,4,14
26-09-2025,Karnataka,Bangalore,560048,0,1
26-09-2025,Karnataka,Bangalore,560064,7,12
26-09-2025,Karnataka,Bangalore,560068,2,18
26-09-2025,Karnataka,Bangalore,560082,1,3
26-09-2025,Karnataka,Bangalore,560083,2,10
26-09-2025,Karnataka,Bangalore,560089,1,5
26-09-2025,Karnataka,Bangalore,560092,5,9
26-09-2025,Karnataka,Bangalore,560096,1,9
26-09-2025,Karnataka,Bangalore,560097,4,15
26-09-2025,Karnataka,Bangalore,562110,0,1
26-09-2025,Karnataka,Bangalore,562120,0,2
26-09-2025,Karnataka,Bangalore,562149,1,5
26-09-2025,Karnataka,Bangalore,562157,0,5
09-10-2025,Karnataka,Bangalore,560008,0,13
09-10-2025,Karnataka,Bangalore,560016,0,13
09-10-2025,Karnataka,Bangalore,560017,0,6
09-10-2025,Karnataka,Bangalore,560021,2,11
09-10-2025,Karnataka,Bangalore,560023,2,22
09-10-2025,Karnataka,Bangalore,560033,1,6
09-10-2025,Karnataka,Bangalore,560035,1,4
09-10-2025,Karnataka,Bangalore,560037,2,11
09-10-2025,Karnataka,Bangalore,560040,4,8
09-10-2025,Karnataka,Bangalore,560049,1,8
09-10-2025,Karnataka,Bangalore,560054,1,9
09-10-2025,Karnataka,Bangalore,560055,0,2
09-10-2025,Karnataka,Bangalore,560059,1,0
09-10-2025,Karnataka,Bangalore,560060,2,7
09-10-2025,Karnataka,Bangalore,560062,0,9
09-10-2025,Karnataka,Bangalore,560070,1,6
09-10-2025,Karnataka,Bangalore,560079,4,20
09-10-2025,Karnataka,Bangalore,560087,2,8
09-10-2025,Karnataka,Bangalore,560093,1,2
09-10-2025,Karnataka,Bangalore,562120,0,1
16-09-2025,Karnataka,Bangalore,560005,0,15
16-09-2025,Karnataka,Bangalore,560008,0,6
16-09-2025,Karnataka,Bangalore,560010,0,9
16-09-2025,Karnataka,Bangalore,560011,0,8
16-09-2025,Karnataka,Bangalore,560014,0,5
16-09-2025,Karnataka,Bangalore,560023,1,5
16-09-2025,Karnataka,Bangalore,560038,0,2
16-09-2025,Karnataka,Bangalore,560042,1,1
16-09-2025,Karnataka,Bangalore,560043,1,22
16-09-2025,Karnataka,Bangalore,560045,8,32
16-09-2025,Karnataka,Bangalore,560050,0,7
16-09-2025,Karnataka,Bangalore,560060,2,13
16-09-2025,Karnataka,Bangalore,560067,0,7
16-09-2025,Karnataka,Bangalore,560069,0,1
16-09-2025,Karnataka,Bangalore,560071,0,4
16-09-2025,Karnataka,Bangalore,560072,5,7
16-09-2025,Karnataka,Bangalore,560077,4,16
16-09-2025,Karnataka,Bangalore,560079,4,15
16-09-2025,Karnataka,Bangalore,560082,0,1
16-09-2025,Karnataka,Bangalore,560083,1,1
16-09-2025,Karnataka,Bangalore,560094,3,4
16-09-2025,Karnataka,Bangalore,560102,0,4
16-09-2025,Karnataka,Bangalore,560105,2,3
16-09-2025,Karnataka,Bangalore,562125,2,2
16-09-2025,Karnataka,Bangalore,562130,0,2
14-09-2025,Karnataka,Bangalore,560009,0,1
14-09-2025,Karnataka,Bangalore,560015,0,5
14-09-2025,Karnataka,Bangalore,560017,0,4
14-09-2025,Karnataka,Bangalore,560022,1,4
14-09-2025,Karnataka,Bangalore,560023,1,5
