date,state,district,pincode,demo_age_5_17,demo_age_17_
10-12-2025,Karnataka,Bangalore,560035,0,1
10-12-2025,Karnataka,Bangalore,560036,1,10
10-12-2025,Karnataka,Bangalore,560037,2,7
10-12-2025,Karnataka,Bangalore,560038,0,2
10-12-2025,Karnataka,Bangalore,560048,2,7
10-12-2025,Karnataka,Bangalore,560055,1,3
10-12-2025,Karnataka,Bangalore,560062,0,8
10-12-2025,Karnataka,Bangalore,560072,0,3
10-12-2025,Karnataka,Bangalore,560079,0,6
10-12-2025,Karnataka,Bangalore,560087,2,5
10-12-2025,Karnataka,Bangalore,560100,0,5
10-12-2025,Karnataka,Bangalore,562110,0,3
10-12-2025,Karnataka,Bangalore,562130,0,3
10-12-2025,Karnataka,Bangalore,562157,0,6
12-12-2025,Karnataka,Bangalore,560005,0,3
12-12-2025,Karnataka,Bangalore,560020,0,4
12-12-2025,Karnataka,Bangalore,560021,0,12
12-12-2025,Karnataka,Bangalore,560027,0,3
12-12-2025,Karnataka,Bangalore,560032,0,9
12-12-2025,Karnataka,Bangalore,560035,0,2
12-12-2025,Karnataka,Bangalore,560041,0,3
12-12-2025,Karnataka,Bangalore,560047,0,14
12-12-2025,Karnataka,Bangalore,560049,1,10
12-12-2025,Karnataka,Bangalore,560066,0,5
12-12-2025,Karnataka,Bangalore,560067,0,12
12-12-2025,Karnataka,Bangalore,560071,0,2
12-12-2025,Karnataka,Bangalore,560082,0,4
12-12-2025,Karnataka,Bangalore,560083,0,9
12-12-2025,Karnataka,Bangalore,560084,0,8
12-12-2025,Karnataka,Bangalore,560086,0,6
12-12-2025,Karnataka,Bangalore,560088,0,2
12-12-2025,Karnataka,Bangalore,560094,1,5
12-12-2025,Karnataka,Bangalore,560095,0,2
12-12-2025,Karnataka,Bangalore,560105,2,11
12-12-2025,Karnataka,Bangalore,562111,0,1
12-12-2025,Karnataka,Bangalore,562125,0,5
04-12-2025,Karnataka,Bangalore,560002,0,2
04-12-2025,Karnataka,Bangalore,560011,0,7
04-12-2025,Karnataka,Bangalore,560017,1,6
04-12-2025,Karnataka,Bangalore,560019,0,1
04-12-2025,Karnataka,Bangalore,560023,0,2
04-12-2025,Karnataka,Bangalore,560024,0,2
04-12-2025,Karnataka,Bangalore,560038,0,3
04-12-2025,Karnataka,Bangalore,560043,0,10
04-12-2025,Karnataka,Bangalore,560045,1,16
04-12-2025,Karnataka,Bangalore,560046,0,2
04-12-2025,Karnataka,Bangalore,560062,0,2
04-12-2025,Karnataka,Bangalore,560075,0,3
04-12-2025,Karnataka,Bangalore,560078,1,9
04-12-2025,Karnataka,Bangalore,560080,0,1
04-12-2025,Karnataka,Bangalore,560096,0,9
04-12-2025,Karnataka,Bangalore,560098,0,4
07-12-2025,Karnataka,Bangalore,560001,0,1
07-12-2025,Karnataka,Bangalore,560010,0,3
07-12-2025,Karnataka,Bangalore,560015,1,1
07-12-2025,Karnataka,Bangalore,560016,0,3
07-12-2025,Karnataka,Bangalore,560020,0,1
07-12-2025,Karnataka,Bangalore,560028,0,2
07-12-2025,Karnataka,Bangalore,560033,0,2
07-12-2025,Karnataka,Bangalore,560047,0,1
07-12-2025,Karnataka,Bangalore,560053,0,3
07-12-2025,Karnataka,Bangalore,560064,0,3
07-12-2025,Karnataka,Bangalore,560065,0,3
07-12-2025,Karnataka,Bangalore,560083,0,2
07-12-2025,Karnataka,Bangalore,560084,0,2
07-12-2025,Karnataka,Bangalore,560091,0,7
07-12-2025,Karnataka,Bangalore,560096,0,3
07-12-2025,Karnataka,Bangalore,562130,0,3
24-12-2025,Karnataka,Bangalore,560009,0,1
24-12-2025,Karnataka,Bangalore,560063,0,1
25-12-2025,Karnataka,Bangalore,560014,0,1
25-12-2025,Karnataka,Bangalore,560071,0,2
29-12-2025,Karnataka,Bangalore,560004,1,4
29-12-2025,Karnataka,Bangalore,560008,0,1
29-12-2025,Karnataka,Bangalore,560015,0,3
29-12-2025,Karnataka,Bangalore,560016,0,10
29-12-2025,Karnataka,Bangalore,560018,0,3
29-12-2025,Karnataka,Bangalore,560027,0,5
29-12-2025,Karnataka,Bangalore,560030,0,4
29-12-2025,Karnataka,Bangalore,560033,0,1
29-12-2025,Karnataka,Bangalore,560036,1,4
29-12-2025,Karnataka,Bangalore,560038,1,1
29-12-2025,Karnataka,Bangalore,560051,0,2
29-12-2025,Karnataka,Bangalore,560057,0,7
29-12-2025,Karnataka,Bangalore,560070,0,7
29-12-2025,Karnataka,Bangalore,560078,0,5
29-12-2025,Karnataka,Bangalore,560094,0,4
29-12-2025,Karnataka,Bangalore,560096,0,4
29-12-2025,Karnataka,Bangalore,560100,1,4
29-12-2025,Karnataka,Bangalore,560103,0,2
29-12-2025,Karnataka,Bangalore,562110,0,1
03-01-2026,Karnataka,Bangalore,560004,0,1
03-01-2026,Karnataka,Bangalore,560010,0,3
03-01-2026,Karnataka,Bangalore,560016,0,2
03-01-2026,Karnataka,Bangalore,560017,0,1
03-01-2026,Karnataka,Bangalore,560020,0,1
03-01-2026,Karnataka,Bangalore,560022,0,1
03-01-2026,Karnataka,Bangalore,560029,0,1
03-01-2026,Karnataka,Bangalore,560030,0,1
03-01-2026,Karnataka,Bangalore,560032,0,4
03-01-2026,Karnataka,Bangalore,560034,0,3
03-01-2026,Karnataka,Bangalore,560057,0,5
03-01-2026,Karnataka,Bangalore,560058,0,4
03-01-2026,Karnataka,Bangalore,560066,0,2
03-01-2026,Karnataka,Bangalore,560070,0,3
03-01-2026,Karnataka,Bangalore,560077,0,1
03-01-2026,Karnataka,Bangalore,560085,0,1
03-01-2026,Karnataka,Bangalore,560098,0,1
03-01-2026,Karnataka,Bangalore,560103,0,2
03-01-2026,Karnataka,Bangalore,562106,0,6
03-01-2026,Karnataka,Bangalore,562149,0,1
24-12-2025,Karnataka,Bangalore,560010,0,6
24-12-2025,Karnataka,Bangalore,560013,0,1
24-12-2025,Karnataka,Bangalore,560022,0,5
24-12-2025,Karnataka,Bangalore,560025,0,1
24-12-2025,Karnataka,Bangalore,560029,0,2
24-12-2025,Karnataka,Bangalore,560032,0,8
24-12-2025,Karnataka,Bangalore,560036,0,11
24-12-2025,Karnataka,Bangalore,560038,0,4
24-12-2025,Karnataka,Bangalore,560061,0,3
24-12-2025,Karnataka,Bangalore,560068,2,22
24-12-2025,Karnataka,Bangalore,560070,0,4
24-12-2025,Karnataka,Bangalore,560075,0,4
24-12-2025,Karnataka,Bangalore,560082,0,3
24-12-2025,Karnataka,Bangalore,560084,1,7
24-12-2025,Karnataka,Bangalore,560086,0,2
24-12-2025,Karnataka,Bangalore,560103,0,4
24-12-2025,Karnataka,Bangalore,562157,0,2
24-12-2025,Karnataka,Bangalore,562159,0,1
25-12-2025,Karnataka,Bangalore,560002,0,1
25-12-2025,Karnataka,Bangalore,560008,0,2
25-12-2025,Karnataka,Bangalore,560020,0,2
25-12-2025,Karnataka,Bangalore,560033,0,2
25-12-2025,Karnataka,Bangalore,560048,0,2
25-12-2025,Karnataka,Bangalore,560054,0,1
25-12-2025,Karnataka,Bangalore,560061,0,3
25-12-2025,Karnataka,Bangalore,560063,0,1
25-12-2025,Karnataka,Bangalore,560064,0,4
25-12-2025,Karnataka,Bangalore,560070,0,1
25-12-2025,Karnataka,Bangalore,560073,0,3
25-12-2025,Karnataka,Bangalore,560079,0,6
25-12-2025,Karnataka,Bangalore,560084,0,2
25-12-2025,Karnataka,Bangalore,560086,0,2
25-12-2025,Karnataka,Bangalore,560099,0,4
25-12-2025,Karnataka,Bangalore,562106,0,2
26-12-2025,Karnataka,Bangalore,560008,0,4
26-12-2025,Karnataka,Bangalore,560019,0,2
26-12-2025,Karnataka,Bangalore,560020,0,2
26-12-2025,Karnataka,Bangalore,560027,0,4
26-12-2025,Karnataka,Bangalore,560029,0,5
26-12-2025,Karnataka,Bangalore,560036,2,4
26-12-2025,Karnataka,Bangalore,560047,0,7
26-12-2025,Karnataka,Bangalore,560049,0,7
26-12-2025,Karnataka,Bangalore,560078,1,14
26-12-2025,Karnataka,Bangalore,560084,0,4
26-12-2025,Karnataka,Bangalore,560087,0,1
26-12-2025,Karnataka,Bangalore,560090,1,4
26-12-2025,Karnataka,Bangalore,560102,0,2
26-12-2025,Karnataka,Bangalore,560103,0,4
26-12-2025,Karnataka,Bangalore,560105,0,6
26-12-2025,Karnataka,Bangalore,562106,1,8
26-12-2025,Karnataka,Bangalore,562107,0,3
26-12-2025,Karnataka,Bangalore,562110,0,1
26-12-2025,Karnataka,Bangalore,562123,0,3
27-12-2025,Karnataka,Bangalore,560010,0,4
27-12-2025,Karnataka,Bangalore,560022,0,3
27-12-2025,Karnataka,Bangalore,560033,0,2
27-12-2025,Karnataka,Bangalore,560041,0,3
27-12-2025,Karnataka,Bangalore,560050,1,4
27-12-2025,Karnataka,Bangalore,560051,0,3
27-12-2025,Karnataka,Bangalore,560054,0,2
27-12-2025,Karnataka,Bangalore,560056,0,5
27-12-2025,Karnataka,Bangalore,560057,0,9
27-12-2025,Karnataka,Bangalore,560067,0,7
27-12-2025,Karnataka,Bangalore,560073,1,2
27-12-2025,Karnataka,Bangalore,560095,0,1
27-12-2025,Karnataka,Bangalore,560097,0,8
27-12-2025,Karnataka,Bangalore,562106,1,6
19-12-2025,Karnataka,Bangalore,560008,1,4
19-12-2025,Karnataka,Bangalore,560010,0,3
19-12-2025,Karnataka,Bangalore,560014,0,2
19-12-2025,Karnataka,Bangalore,560049,0,5
19-12-2025,Karnataka,Bangalore,560063,0,3
19-12-2025,Karnataka,Bangalore,560075,0,4
19-12-2025,Karnataka,Bangalore,560085,0,11
19-12-2025,Karnataka,Bangalore,560096,0,7
19-12-2025,Karnataka,Bangalore,560097,1,4
19-12-2025,Karnataka,Bangalore,562106,3,6
19-12-2025,Karnataka,Bangalore,562157,0,5
02-01-2026,Karnataka,Bangalore,560003,0,4
02-01-2026,Karnataka,Bangalore,560019,0,2
02-01-2026,Karnataka,Bangalore,560021,0,1
02-01-2026,Karnataka,Bangalore,560022,0,4
02-01-2026,Karnataka,Bangalore,560023,1,3
02-01-2026,Karnataka,Bangalore,560026,2,5
02-01-2026,Karnataka,Bangalore,560029,0,6
02-01-2026,Karnataka,Bangalore,560032,0,8
02-01-2026,Karnataka,Bangalore,560033,0,2
02-01-2026,Karnataka,Bangalore,560047,0,7
02-01-2026,Karnataka,Bangalore,560050,0,8
02-01-2026,Karnataka,Bangalore,560056,0,6
02-01-2026,Karnataka,Bangalore,560068,0,2
02-01-2026,Karnataka,Bangalore,560075,0,1
02-01-2026,Karnataka,Bangalore,560077,0,2
02-01-2026,Karnataka,Bangalore,560084,0,4
02-01-2026,Karnataka,Bangalore,560085,1,7
02-01-2026,Karnataka,Bangalore,560088,0,1
02-01-2026,Karnataka,Bangalore,560090,0,6
02-01-2026,Karnataka,Bangalore,560096,0,3
02-01-2026,Karnataka,Bangalore,560099,0,3
02-01-2026,Karnataka,Bangalore,562106,1,7
02-01-2026,Karnataka,Bangalore,562123,1,5
23-12-2025,Karnataka,Bangalore,560002,0,2
23-12-2025,Karnataka,Bangalore,560014,1,0
23-12-2025,Karnataka,Bangalore,560020,0,3
23-12-2025,Karnataka,Bangalore,560046,0,3
23-12-2025,Karnataka,Bangalore,560049,0,7
23-12-2025,Karnataka,Bangalore,560056,0,5
23-12-2025,Karnataka,Bangalore,560064,0,16
23-12-2025,Karnataka,Bangalore,560076,1,3
23-12-2025,Karnataka,Bangalore,560088,0,5
23-12-2025,Karnataka,Bangalore,562106,0,9
23-12-2025,Karnataka,Bangalore,562110,0,3
23-12-2025,Karnataka,Bangalore,562129,0,1
18-12-2025,Karnataka,Bangalore,560004,0,4
18-12-2025,Karnataka,Bangalore,560010,1,6
18-12-2025,Karnataka,Bangalore,560015,0,2
18-12-2025,Karnataka,Bangalore,560017,1,3
18-12-2025,Karnataka,Bangalore,560019,0,2
18-12-2025,Karnataka,Bangalore,560022,0,5
18-12-2025,Karnataka,Bangalore,560024,0,1
18-12-2025,Karnataka,Bangalore,560025,0,3
18-12-2025,Karnataka,Bangalore,560027,0,5
18-12-2025,Karnataka,Bangalore,560028,0,1
18-12-2025,Karnataka,Bangalore,560035,0,7
18-12-2025,Karnataka,Bangalore,560036,0,7
18-12-2025,Karnataka,Bangalore,560038,0,1
18-12-2025,Karnataka,Bangalore,560051,0,6
18-12-2025,Karnataka,Bangalore,560059,0,2
18-12-2025,Karnataka,Bangalore,560066,4,6
18-12-2025,Karnataka,Bangalore,560068,1,22
18-12-2025,Karnataka,Bangalore,560069,0,6
18-12-2025,Karnataka,Bangalore,560070,0,6
18-12-2025,Karnataka,Bangalore,560073,1,10
18-12-2025,Karnataka,Bangalore,560087,0,7
18-12-2025,Karnataka,Bangalore,560099,1,5
18-12-2025,Karnataka,Bangalore,560100,0,11
18-12-2025,Karnataka,Bangalore,562106,1,9
20-12-2025,Karnataka,Bangalore,560008,0,3
20-12-2025,Karnataka,Bangalore,560019,0,2
20-12-2025,Karnataka,Bangalore,560027,0,4
20-12-2025,Karnataka,Bangalore,560029,0,7
20-12-2025,Karnataka,Bangalore,560045,0,8
20-12-2025,Karnataka,Bangalore,560053,0,3
20-12-2025,Karnataka,Bangalore,560068,2,14
20-12-2025,Karnataka,Bangalore,560069,0,1
20-12-2025,Karnataka,Bangalore,560075,0,3
20-12-2025,Karnataka,Bangalore,560087,1,0
20-12-2025,Karnataka,Bangalore,560094,1,5
20-12-2025,Karnataka,Bangalore,562125,0,3
20-12-2025,Karnataka,Bangalore,562130,0,4
21-12-2025,Karnataka,Bangalore,560008,0,2
21-12-2025,Karnataka,Bangalore,560016,0,1
21-12-2025,Karnataka,Bangalore,560027,0,1
21-12-2025,Karnataka,Bangalore,560038,0,1
21-12-2025,Karnataka,Bangalore,560045,0,4
21-12-2025,Karnataka,Bangalore,560047,1,3
21-12-2025,Karnataka,Bangalore,560053,0,3
21-12-2025,Karnataka,Bangalore,560057,0,7
21-12-2025,Karnataka,Bangalore,560066,0,3
21-12-2025,Karnataka,Bangalore,560072,1,1
21-12-2025,Karnataka,Bangalore,560078,0,2
21-12-2025,Karnataka,Bangalore,560096,0,2
21-12-2025,Karnataka,Bangalore,560099,0,2
21-12-2025,Karnataka,Bangalore,562106,0,1
21-12-2025,Karnataka,Bangalore,562125,0,1
04-11-2025,Karnataka,Bangalore,560003,0,2
04-11-2025,Karnataka,Bangalore,560015,0,2
04-11-2025,Karnataka,Bangalore,560025,0,4
04-11-2025,Karnataka,Bangalore,560028,0,4
04-11-2025,Karnataka,Bangalore,560030,0,9
04-11-2025,Karnataka,Bangalore,560036,2,13
04-11-2025,Karnataka,Bangalore,560039,0,9
04-11-2025,Karnataka,Bangalore,560055,0,1
04-11-2025,Karnataka,Bangalore,560062,1,4
04-11-2025,Karnataka,Bangalore,560064,0,12
04-11-2025,Karnataka,Bangalore,560073,0,12
04-11-2025,Karnataka,Bangalore,560087,0,2
04-11-2025,Karnataka,Bangalore,560097,0,5
04-11-2025,Karnataka,Bangalore,560103,0,3
04-11-2025,Karnataka,Bangalore,562125,0,4
06-11-2025,Karnataka,Bangalore,560011,0,7
06-11-2025,Karnataka,Bangalore,560016,1,15
06-11-2025,Karnataka,Bangalore,560026,0,19
06-11-2025,Karnataka,Bangalore,560028,0,4
06-11-2025,Karnataka,Bangalore,560033,0,6
06-11-2025,Karnataka,Bangalore,560034,0,6
06-11-2025,Karnataka,Bangalore,560035,1,1
06-11-2025,Karnataka,Bangalore,560038,0,3
06-11-2025,Karnataka,Bangalore,560047,0,13
06-11-2025,Karnataka,Bangalore,560049,0,4
06-11-2025,Karnataka,Bangalore,560053,0,3
06-11-2025,Karnataka,Bangalore,560056,1,10
06-11-2025,Karnataka,Bangalore,560066,0,2
06-11-2025,Karnataka,Bangalore,560068,0,16
06-11-2025,Karnataka,Bangalore,560069,0,2
06-11-2025,Karnataka,Bangalore,560073,0,7
06-11-2025,Karnataka,Bangalore,560075,0,3
06-11-2025,Karnataka,Bangalore,560086,0,5
06-11-2025,Karnataka,Bangalore,560091,2,10
06-11-2025,Karnataka,Bangalore,560092,0,3
06-11-2025,Karnataka,Bangalore,560093,0,4
06-11-2025,Karnataka,Bangalore,560094,0,3
06-11-2025,Karnataka,Bangalore,560096,0,4
06-11-2025,Karnataka,Bangalore,560102,1,2
06-11-2025,Karnataka,Bangalore,560103,0,1
06-11-2025,Karnataka,Bangalore,562107,0,6
05-11-2025,Karnataka,Bangalore,560008,0,4
05-11-2025,Karnataka,Bangalore,560013,0,2
05-11-2025,Karnataka,Bangalore,560015,0,1
05-11-2025,Karnataka,Bangalore,560034,0,1
05-11-2025,Karnataka,Bangalore,560035,0,2
05-11-2025,Karnataka,Bangalore,560036,0,2
05-11-2025,Karnataka,Bangalore,560038,0,1
05-11-2025,Karnataka,Bangalore,560042,0,1
05-11-2025,Karnataka,Bangalore,560046,0,4
05-11-2025,Karnataka,Bangalore,560058,0,11
05-11-2025,Karnataka,Bangalore,560064,0,5
05-11-2025,Karnataka,Bangalore,560075,0,1
05-11-2025,Karnataka,Bangalore,560076,0,10
05-11-2025,Karnataka,Bangalore,560078,1,10
05-11-2025,Karnataka,Bangalore,560079,0,13
05-11-2025,Karnataka,Bangalore,560090,2,3
05-11-2025,Karnataka,Bangalore,560093,1,2
05-11-2025,Karnataka,Bangalore,560096,0,4
05-11-2025,Karnataka,Bangalore,562130,1,5
25-11-2025,Karnataka,Bangalore,560084,0,1
28-12-2025,Karnataka,Bangalore,560005,1,2
28-12-2025,Karnataka,Bangalore,560018,1,0
28-12-2025,Karnataka,Bangalore,560024,1,2
28-12-2025,Karnataka,Bangalore,560026,2,7
28-12-2025,Karnataka,Bangalore,560034,0,2
28-12-2025,Karnataka,Bangalore,560035,1,3
28-12-2025,Karnataka,Bangalore,560043,1,7
28-12-2025,Karnataka,Bangalore,560046,0,2
28-12-2025,Karnataka,Bangalore,560051,1,2
28-12-2025,Karnataka,Bangalore,560056,0,4
28-12-2025,Karnataka,Bangalore,560057,0,4
28-12-2025,Karnataka,Bangalore,560064,1,6
28-12-2025,Karnataka,Bangalore,560065,0,1
28-12-2025,Karnataka,Bangalore,560070,0,1
28-12-2025,Karnataka,Bangalore,560075,0,5
28-12-2025,Karnataka,Bangalore,560079,0,6
28-12-2025,Karnataka,Bangalore,560085,1,5
28-12-2025,Karnataka,Bangalore,560099,0,5
28-12-2025,Karnataka,Bangalore,562123,0,5
27-11-2025,Karnataka,Bangalore,560071,0,1
27-11-2025,Karnataka,Bangalore,560095,0,1
26-11-2025,Karnataka,Bangalore,560015,1,1
26-11-2025,Karnataka,Bangalore,560103,0,1
21-12-2025,Karnataka,Bangalore,560020,0,1
21-12-2025,Karnataka,Bangalore,560046,1,1
21-12-2025,Karnataka,Bangalore,560054,0,1
21-12-2025,Karnataka,Bangalore,562123,0,4
27-12-2025,Karnataka,Bangalore,560035,0,2
27-12-2025,Karnataka,Bangalore,561203,0,2
31-12-2025,Karnataka,Bangalore,560016,1,15
31-12-2025,Karnataka,Bangalore,560019,0,2
31-12-2025,Karnataka,Bangalore,560020,0,4
31-12-2025,Karnataka,Bangalore,560028,0,4
31-12-2025,Karnataka,Bangalore,560032,1,17
31-12-2025,Karnataka,Bangalore,560039,1,4
31-12-2025,Karnataka,Bangalore,560043,0,12
31-12-2025,Karnataka,Bangalore,560049,1,8
31-12-2025,Karnataka,Bangalore,560051,1,3
31-12-2025,Karnataka,Bangalore,560056,0,5
31-12-2025,Karnataka,Bangalore,560061,0,8
31-12-2025,Karnataka,Bangalore,560065,0,3
31-12-2025,Karnataka,Bangalore,560070,0,2
31-12-2025,Karnataka,Bangalore,560079,1,13
31-12-2025,Karnataka,Bangalore,560086,1,3
31-12-2025,Karnataka,Bangalore,560087,0,3
31-12-2025,Karnataka,Bangalore,560093,0,3
31-12-2025,Karnataka,Bangalore,560097,0,10
31-12-2025,Karnataka,Bangalore,561203,0,1
31-12-2025,Karnataka,Bangalore,562130,0,4
31-12-2025,Karnataka,Bangalore,562157,0,3
01-01-2026,Karnataka,Bangalore,560003,0,5
01-01-2026,Karnataka,Bangalore,560006,0,2
01-01-2026,Karnataka,Bangalore,560009,0,1
01-01-2026,Karnataka,Bangalore,560013,0,3
01-01-2026,Karnataka,Bangalore,560022,0,7
01-01-2026,Karnataka,Bangalore,560024,0,2
01-01-2026,Karnataka,Bangalore,560032,0,10
01-01-2026,Karnataka,Bangalore,560041,0,2
01-01-2026,Karnataka,Bangalore,560049,0,4
01-01-2026,Karnataka,Bangalore,560050,0,3
01-01-2026,Karnataka,Bangalore,560060,0,11
01-01-2026,Karnataka,Bangalore,560062,0,10
01-01-2026,Karnataka,Bangalore,560066,0,4
01-01-2026,Karnataka,Bangalore,560068,3,13
01-01-2026,Karnataka,Bangalore,560085,0,12
01-01-2026,Karnataka,Bangalore,560089,0,1
01-01-2026,Karnataka,Bangalore,560096,0,6
01-01-2026,Karnataka,Bangalore,560104,0,1
01-01-2026,Karnataka,Bangalore,562123,2,10
01-01-2026,Karnataka,Bangalore,562125,0,8
01-01-2026,Karnataka,Bangalore,562130,0,5
22-12-2025,Karnataka,Bangalore,560004,0,3
22-12-2025,Karnataka,Bangalore,560006,0,1
22-12-2025,Karnataka,Bangalore,560010,0,4
22-12-2025,Karnataka,Bangalore,560034,0,1
22-12-2025,Karnataka,Bangalore,560037,0,7
22-12-2025,Karnataka,Bangalore,560075,0,5
22-12-2025,Karnataka,Bangalore,560077,0,4
22-12-2025,Karnataka,Bangalore,560091,1,10
22-12-2025,Karnataka,Bangalore,560093,1,3
22-12-2025,Karnataka,Bangalore,560096,0,6
22-12-2025,Karnataka,Bangalore,560097,0,6
22-12-2025,Karnataka,Bangalore,560102,0,2
22-12-2025,Karnataka,Bangalore,562107,0,8
22-12-2025,Karnataka,Bangalore,562123,0,5
22-12-2025,Karnataka,Bangalore,562125,0,5
22-12-2025,Karnataka,Bangalore,562149,0,4
14-12-2025,Karnataka,Bangalore,560001,0,1
14-12-2025,Karnataka,Bangalore,560013,0,1
14-12-2025,Karnataka,Bangalore,560021,0,2
14-12-2025,Karnataka,Bangalore,560054,0,1
14-12-2025,Karnataka,Bangalore,560060,0,1
14-12-2025,Karnataka,Bangalore,560068,0,5
14-12-2025,Karnataka,Bangalore,560077,0,1
13-12-2025,Karnataka,Bangalore,560001,0,3
13-12-2025,Karnataka,Bangalore,560008,0,3
13-12-2025,Karnataka,Bangalore,560016,0,6
13-12-2025,Karnataka,Bangalore,560045,0,9
13-12-2025,Karnataka,Bangalore,560075,0,4
13-12-2025,Karnataka,Bangalore,560077,0,5
13-12-2025,Karnataka,Bangalore,560088,2,2
13-12-2025,Karnataka,Bangalore,560091,1,10
13-12-2025,Karnataka,Bangalore,560092,0,1
13-12-2025,Karnataka,Bangalore,560093,0,1
13-12-2025,Karnataka,Bangalore,562125,2,2
13-12-2025,Karnataka,Bangalore,562130,1,3
13-12-2025,Karnataka,Bangalore,562149,0,2
13-12-2025,Karnataka,Bangalore,562157,0,1
16-12-2025,Karnataka,Bangalore,560004,0,2
16-12-2025,Karnataka,Bangalore,560005,0,2
16-12-2025,Karnataka,Bangalore,560008,0,6
16-12-2025,Karnataka,Bangalore,560017,0,6
16-12-2025,Karnataka,Bangalore,560021,1,6
16-12-2025,Karnataka,Bangalore,560032,0,8
16-12-2025,Karnataka,Bangalore,560036,0,15
16-12-2025,Karnataka,Bangalore,560045,0,15
16-12-2025,Karnataka,Bangalore,560048,1,5
16-12-2025,Karnataka,Bangalore,560061,0,11
16-12-2025,Karnataka,Bangalore,560076,1,12
16-12-2025,Karnataka,Bangalore,560082,0,7
16-12-2025,Karnataka,Bangalore,560083,0,8
16-12-2025,Karnataka,Bangalore,560085,0,11
16-12-2025,Karnataka,Bangalore,560090,0,5
16-12-2025,Karnataka,Bangalore,560094,0,2
16-12-2025,Karnataka,Bangalore,560096,0,5
16-12-2025,Karnataka,Bangalore,560099,0,8
16-12-2025,Karnataka,Bangalore,560100,1,5
16-12-2025,Karnataka,Bangalore,562123,1,7
16-12-2025,Karnataka,Bangalore,562125,0,7
17-12-2025,Karnataka,Bangalore,560006,0,1
17-12-2025,Karnataka,Bangalore,560016,1,7
17-12-2025,Karnataka,Bangalore,560018,0,6
17-12-2025,Karnataka,Bangalore,560021,0,6
17-12-2025,Karnataka,Bangalore,560023,0,8
17-12-2025,Karnataka,Bangalore,560032,1,11
17-12-2025,Karnataka,Bangalore,560036,2,6
17-12-2025,Karnataka,Bangalore,560046,0,4
17-12-2025,Karnataka,Bangalore,560050,0,5
17-12-2025,Karnataka,Bangalore,560051,2,2
17-12-2025,Karnataka,Bangalore,560062,0,8
17-12-2025,Karnataka,Bangalore,560064,1,10
17-12-2025,Karnataka,Bangalore,560090,0,3
17-12-2025,Karnataka,Bangalore,560098,0,3
17-12-2025,Karnataka,Bangalore,560102,0,1
17-12-2025,Karnataka,Bangalore,562125,0,6
15-12-2025,Karnataka,Bangalore,560001,0,3
15-12-2025,Karnataka,Bangalore,560015,0,2
15-12-2025,Karnataka,Bangalore,560020,0,1
15-12-2025,Karnataka,Bangalore,560025,0,1
15-12-2025,Karnataka,Bangalore,560035,0,2
15-12-2025,Karnataka,Bangalore,560048,0,3
15-12-2025,Karnataka,Bangalore,560049,2,6
15-12-2025,Karnataka,Bangalore,560054,1,4
15-12-2025,Karnataka,Bangalore,560058,0,4
15-12-2025,Karnataka,Bangalore,560061,0,5
15-12-2025,Karnataka,Bangalore,560062,0,2
15-12-2025,Karnataka,Bangalore,560066,0,8
15-12-2025,Karnataka,Bangalore,560071,0,1
15-12-2025,Karnataka,Bangalore,560076,0,10
15-12-2025,Karnataka,Bangalore,560079,0,16
15-12-2025,Karnataka,Bangalore,560092,1,1
09-12-2025,Karnataka,Bangalore,560001,0,7
09-12-2025,Karnataka,Bangalore,560008,0,11
09-12-2025,Karnataka,Bangalore,560014,0,2
09-12-2025,Karnataka,Bangalore,560020,1,0
09-12-2025,Karnataka,Bangalore,560022,0,6
09-12-2025,Karnataka,Bangalore,560036,0,15
09-12-2025,Karnataka,Bangalore,560040,0,5
09-12-2025,Karnataka,Bangalore,560042,0,2
09-12-2025,Karnataka,Bangalore,560046,0,3
09-12-2025,Karnataka,Bangalore,560047,4,14
09-12-2025,Karnataka,Bangalore,560048,0,5
09-12-2025,Karnataka,Bangalore,560050,0,4
09-12-2025,Karnataka,Bangalore,560054,0,3
09-12-2025,Karnataka,Bangalore,560063,0,1
09-12-2025,Karnataka,Bangalore,560072,1,5
09-12-2025,Karnataka,Bangalore,560076,1,9
09-12-2025,Karnataka,Bangalore,560094,1,10
09-12-2025,Karnataka,Bangalore,560103,0,5
09-12-2025,Karnataka,Bangalore,562106,2,7
09-12-2025,Karnataka,Bangalore,562107,1,6
08-12-2025,Karnataka,Bangalore,560001,0,8
08-12-2025,Karnataka,Bangalore,560006,0,1
08-12-2025,Karnataka,Bangalore,560023,0,13
08-12-2025,Karnataka,Bangalore,560027,0,7
08-12-2025,Karnataka,Bangalore,560043,0,9
08-12-2025,Karnataka,Bangalore,560062,0,6
08-12-2025,Karnataka,Bangalore,560063,0,1
08-12-2025,Karnataka,Bangalore,560066,0,4
08-12-2025,Karnataka,Bangalore,560068,0,19
08-12-2025,Karnataka,Bangalore,560075,0,5
08-12-2025,Karnataka,Bangalore,560084,0,6
08-12-2025,Karnataka,Bangalore,560087,0,3
08-12-2025,Karnataka,Bangalore,560090,0,3
08-12-2025,Karnataka,Bangalore,560098,0,6
08-12-2025,Karnataka,Bangalore,560100,0,14
08-12-2025,Karnataka,Bangalore,562123,0,3
08-11-2025,Karnataka,Bangalore,560018,0,2
08-11-2025,Karnataka,Bangalore,560022,0,5
08-11-2025,Karnataka,Bangalore,560024,0,1
