date,state,district,pincode,age_0_5,age_5_17,age_18_greater
25-09-2025,Karnataka,Bangalore,560049,1,1,0
25-09-2025,Karnataka,Bangalore,560075,2,0,0
25-09-2025,Karnataka,Bangalore,560079,0,1,0
25-09-2025,Karnataka,Bangalore,560085,1,0,0
25-09-2025,Karnataka,Bangalore,562106,1,0,0
25-09-2025,Karnataka,Bangalore,562107,2,0,0
26-09-2025,Karnataka,Bangalore,560036,1,0,0
26-09-2025,Karnataka,Bangalore,560084,1,0,0
26-09-2025,Karnataka,Bangalore,560095,1,0,0
29-09-2025,Karnataka,Bangalore,560021,1,0,0
29-09-2025,Karnataka,Bangalore,560064,1,0,0
27-09-2025,Karnataka,Bangalore,560023,1,0,0
27-09-2025,Karnataka,Bangalore,562106,1,0,0
26-10-2025,Karnataka,Bangalore,560011,0,1,0
26-10-2025,Karnataka,Bangalore,560036,2,0,0
26-10-2025,Karnataka,Bangalore,560041,0,1,0
26-10-2025,Karnataka,Bangalore,560047,2,1,0
26-10-2025,Karnataka,Bangalore,560058,1,0,0
26-10-2025,Karnataka,Bangalore,560061,2,0,0
26-10-2025,Karnataka,Bangalore,560084,1,0,0
26-10-2025,Karnataka,Bangalore,560087,2,0,0
26-10-2025,Karnataka,Bangalore,561203,1,0,0
13-10-2025,Karnataka,Bangalore,560006,1,0,0
13-10-2025,Karnataka,Bangalore,560010,2,0,0
13-10-2025,Karnataka,Bangalore,560017,1,1,0
13-10-2025,Karnataka,Bangalore,560020,1,1,0
13-10-2025,Karnataka,Bangalore,560022,2,0,0
13-10-2025,Karnataka,Bangalore,560028,1,0,0
13-10-2025,Karnataka,Bangalore,560032,8,1,0
13-10-2025,Karnataka,Bangalore,560033,3,1,0
13-10-2025,Karnataka,Bangalore,560040,1,0,0
13-10-2025,Karnataka,Bangalore,560045,8,2,0
13-10-2025,Karnataka,Bangalore,560046,1,2,0
13-10-2025,Karnataka,Bangalore,560047,2,0,0
13-10-2025,Karnataka,Bangalore,560048,1,0,0
13-10-2025,Karnataka,Bangalore,560049,3,1,0
13-10-2025,Karnataka,Bangalore,560068,2,0,0
13-10-2025,Karnataka,Bangalore,560076,0,1,0
13-10-2025,Karnataka,Bangalore,560079,3,0,0
13-10-2025,Karnataka,Bangalore,560085,2,0,0
13-10-2025,Karnataka,Bangalore,560088,1,0,0
13-10-2025,Karnataka,Bangalore,560095,2,1,0
13-10-2025,Karnataka,Bangalore,560096,2,0,0
13-10-2025,Karnataka,Bangalore,560099,0,1,0
15-10-2025,Karnataka,Bangalore,560002,1,0,0
15-10-2025,Karnataka,Bangalore,560015,2,1,0
15-10-2025,Karnataka,Bangalore,560018,1,0,0
15-10-2025,Karnataka,Bangalore,560021,7,0,0
15-10-2025,Karnataka,Bangalore,560041,3,0,0
15-10-2025,Karnataka,Bangalore,560047,1,0,0
15-10-2025,Karnataka,Bangalore,560049,1,0,0
15-10-2025,Karnataka,Bangalore,560054,1,0,0
15-10-2025,Karnataka,Bangalore,560077,1,0,0
15-10-2025,Karnataka,Bangalore,560078,6,1,0
15-10-2025,Karnataka,Bangalore,560086,1,0,0
15-10-2025,Karnataka,Bangalore,560094,1,0,0
15-10-2025,Karnataka,Bangalore,560097,1,0,0
15-10-2025,Karnataka,Bangalore,562106,1,2,0
16-10-2025,Karnataka,Bangalore,560021,1,0,0
16-10-2025,Karnataka,Bangalore,560025,1,0,0
16-10-2025,Karnataka,Bangalore,560036,2,0,0
16-10-2025,Karnataka,Bangalore,560047,1,0,0
16-10-2025,Karnataka,Bangalore,560068,1,0,0
16-10-2025,Karnataka,Bangalore,560087,1,0,0
16-10-2025,Karnataka,Bangalore,560094,3,0,0
16-10-2025,Karnataka,Bangalore,562149,0,1,0
17-10-2025,Karnataka,Bangalore,560032,5,0,0
17-10-2025,Karnataka,Bangalore,560036,3,0,0
17-10-2025,Karnataka,Bangalore,560045,7,3,0
17-10-2025,Karnataka,Bangalore,560047,1,1,0
17-10-2025,Karnataka,Bangalore,560048,1,0,0
17-10-2025,Karnataka,Bangalore,560053,1,0,0
17-10-2025,Karnataka,Bangalore,560078,2,0,0
18-10-2025,Karnataka,Bangalore,560029,1,0,0
18-10-2025,Karnataka,Bangalore,560042,1,0,0
18-10-2025,Karnataka,Bangalore,560045,5,4,0
18-10-2025,Karnataka,Bangalore,560056,2,0,0
18-10-2025,Karnataka,Bangalore,560060,2,0,0
18-10-2025,Karnataka,Bangalore,562130,1,0,0
19-10-2025,Karnataka,Bangalore,560016,5,1,0
19-10-2025,Karnataka,Bangalore,560026,5,0,0
19-10-2025,Karnataka,Bangalore,560032,6,2,0
19-10-2025,Karnataka,Bangalore,560035,1,0,0
19-10-2025,Karnataka,Bangalore,560041,1,0,0
19-10-2025,Karnataka,Bangalore,560046,2,2,0
19-10-2025,Karnataka,Bangalore,560054,2,0,0
19-10-2025,Karnataka,Bangalore,560077,1,1,0
19-10-2025,Karnataka,Bangalore,560079,3,0,0
19-10-2025,Karnataka,Bangalore,560084,4,0,0
19-10-2025,Karnataka,Bangalore,560085,6,1,0
19-10-2025,Karnataka,Bangalore,560091,7,0,0
19-10-2025,Karnataka,Bangalore,560099,2,0,0
20-10-2025,Karnataka,Bangalore,560001,1,0,0
20-10-2025,Karnataka,Bangalore,560037,0,1,0
20-10-2025,Karnataka,Bangalore,560039,1,0,0
20-10-2025,Karnataka,Bangalore,560049,1,0,0
20-10-2025,Karnataka,Bangalore,560060,1,0,0
20-10-2025,Karnataka,Bangalore,560078,2,0,0
21-10-2025,Karnataka,Bangalore,560018,0,1,0
21-10-2025,Karnataka,Bangalore,560026,2,0,0
21-10-2025,Karnataka,Bangalore,560030,1,0,0
21-10-2025,Karnataka,Bangalore,560032,1,0,0
25-10-2025,Karnataka,Bangalore,560037,0,1,0
25-10-2025,Karnataka,Bangalore,560039,1,0,0
25-10-2025,Karnataka,Bangalore,560045,1,0,0
25-10-2025,Karnataka,Bangalore,560064,0,1,0
24-10-2025,Karnataka,Bangalore,560032,0,1,0
24-10-2025,Karnataka,Bangalore,560050,0,1,0
24-10-2025,Karnataka,Bangalore,560056,0,1,0
24-10-2025,Karnataka,Bangalore,560060,1,0,0
24-10-2025,Karnataka,Bangalore,560067,2,0,0
24-10-2025,Karnataka,Bangalore,560072,1,0,0
24-10-2025,Karnataka,Bangalore,560085,1,0,0
24-10-2025,Karnataka,Bangalore,562107,2,0,0
28-10-2025,Karnataka,Bangalore,560050,1,0,0
28-10-2025,Karnataka,Bangalore,560073,2,0,0
28-10-2025,Karnataka,Bangalore,560079,1,1,0
28-10-2025,Karnataka,Bangalore,560083,1,1,0
28-10-2025,Karnataka,Bangalore,560085,2,0,0
28-10-2025,Karnataka,Bangalore,560105,0,1,0
28-10-2025,Karnataka,Bangalore,562130,1,0,0
28-10-2025,Karnataka,Bangalore,562149,2,0,0
27-10-2025,Karnataka,Bangalore,560032,1,1,0
27-10-2025,Karnataka,Bangalore,560045,1,0,0
27-10-2025,Karnataka,Bangalore,560058,1,0,0
29-10-2025,Karnataka,Bangalore,560006,1,0,0
29-10-2025,Karnataka,Bangalore,560011,1,0,0
29-10-2025,Karnataka,Bangalore,560017,1,0,0
29-10-2025,Karnataka,Bangalore,560047,2,0,0
29-10-2025,Karnataka,Bangalore,560051,2,0,0
29-10-2025,Karnataka,Bangalore,560056,2,0,0
29-10-2025,Karnataka,Bangalore,560057,1,0,0
03-11-2025,Karnataka,Bangalore,560049,1,0,0
03-11-2025,Karnataka,Bangalore,560050,0,1,0
03-11-2025,Karnataka,Bangalore,560096,1,0,0
05-11-2025,Karnataka,Bangalore,560011,1,0,0
05-11-2025,Karnataka,Bangalore,560016,2,0,0
05-11-2025,Karnataka,Bangalore,560037,1,0,0
05-11-2025,Karnataka,Bangalore,560083,1,0,0
05-11-2025,Karnataka,Bangalore,560084,2,2,0
05-11-2025,Karnataka,Bangalore,560085,2,0,0
05-11-2025,Karnataka,Bangalore,560087,3,0,0
05-11-2025,Karnataka,Bangalore,560094,1,0,0
05-11-2025,Karnataka,Bangalore,560100,1,0,0
05-11-2025,Karnataka,Bangalore,562107,1,0,0
06-11-2025,Karnataka,Bangalore,560029,1,0,0
06-11-2025,Karnataka,Bangalore,560032,2,0,0
06-11-2025,Karnataka,Bangalore,560043,4,1,0
06-11-2025,Karnataka,Bangalore,560067,2,0,0
06-11-2025,Karnataka,Bangalore,560078,2,0,0
06-11-2025,Karnataka,Bangalore,560083,0,1,0
06-11-2025,Karnataka,Bangalore,560097,1,0,0
06-11-2025,Karnataka,Bangalore,560099,2,1,0
06-11-2025,Karnataka,Bangalore,560100,0,1,0
07-11-2025,Karnataka,Bangalore,560013,1,0,0
07-11-2025,Karnataka,Bangalore,560037,1,0,0
07-11-2025,Karnataka,Bangalore,560047,1,1,0
07-11-2025,Karnataka,Bangalore,560086,1,0,0
07-11-2025,Karnataka,Bangalore,560087,3,0,0
09-11-2025,Karnataka,Bangalore,560004,1,0,0
09-11-2025,Karnataka,Bangalore,560008,1,0,0
09-11-2025,Karnataka,Bangalore,560026,0,3,0
09-11-2025,Karnataka,Bangalore,560035,1,1,0
09-11-2025,Karnataka,Bangalore,560053,1,0,0
09-11-2025,Karnataka,Bangalore,560056,2,0,0
09-11-2025,Karnataka,Bangalore,560068,1,1,0
09-11-2025,Karnataka,Bangalore,560075,2,0,0
09-11-2025,Karnataka,Bangalore,560078,2,0,0
08-11-2025,Karnataka,Bangalore,560005,1,0,0
08-11-2025,Karnataka,Bangalore,560023,1,0,0
08-11-2025,Karnataka,Bangalore,560027,1,1,0
08-11-2025,Karnataka,Bangalore,560050,2,0,0
08-11-2025,Karnataka,Bangalore,560100,1,0,0
08-11-2025,Karnataka,Bangalore,562157,1,0,0
12-11-2025,Karnataka,Bangalore,560016,1,0,0
12-11-2025,Karnataka,Bangalore,560021,2,0,0
12-11-2025,Karnataka,Bangalore,560023,2,0,0
12-11-2025,Karnataka,Bangalore,560027,1,1,0
12-11-2025,Karnataka,Bangalore,560035,1,0,0
12-11-2025,Karnataka,Bangalore,560043,1,0,0
12-11-2025,Karnataka,Bangalore,560057,1,0,0
12-11-2025,Karnataka,Bangalore,560060,2,1,0
12-11-2025,Karnataka,Bangalore,560064,1,0,0
12-11-2025,Karnataka,Bangalore,560079,2,1,0
12-11-2025,Karnataka,Bangalore,560084,3,0,0
12-11-2025,Karnataka,Bangalore,560091,4,0,0
12-11-2025,Karnataka,Bangalore,562125,2,0,0
13-11-2025,Karnataka,Bangalore,560011,0,1,0
13-11-2025,Karnataka,Bangalore,560037,1,0,0
13-11-2025,Karnataka,Bangalore,560048,1,0,0
13-11-2025,Karnataka,Bangalore,560057,2,0,0
13-11-2025,Karnataka,Bangalore,560079,0,1,0
13-11-2025,Karnataka,Bangalore,560099,1,0,0
13-11-2025,Karnataka,Bangalore,562157,1,0,0
16-11-2025,Karnataka,Bangalore,560005,2,0,0
16-11-2025,Karnataka,Bangalore,560027,1,0,0
16-11-2025,Karnataka,Bangalore,560036,1,0,0
16-11-2025,Karnataka,Bangalore,560045,2,0,0
16-11-2025,Karnataka,Bangalore,560048,0,1,0
16-11-2025,Karnataka,Bangalore,560049,2,0,0
16-11-2025,Karnataka,Bangalore,560055,1,0,0
16-11-2025,Karnataka,Bangalore,560058,2,0,0
16-11-2025,Karnataka,Bangalore,560067,2,0,0
16-11-2025,Karnataka,Bangalore,560082,0,1,0
16-11-2025,Karnataka,Bangalore,560100,1,0,0
16-11-2025,Karnataka,Bangalore,560105,2,0,0
16-11-2025,Karnataka,Bangalore,562157,1,0,0
17-11-2025,Karnataka,Bangalore,560005,1,0,0
17-11-2025,Karnataka,Bangalore,560010,0,2,0
17-11-2025,Karnataka,Bangalore,560023,1,1,0
17-11-2025,Karnataka,Bangalore,560026,3,0,0
17-11-2025,Karnataka,Bangalore,560036,1,1,0
17-11-2025,Karnataka,Bangalore,560057,2,0,0
17-11-2025,Karnataka,Bangalore,560061,1,0,0
17-11-2025,Karnataka,Bangalore,560065,1,0,0
17-11-2025,Karnataka,Bangalore,560084,4,0,0
17-11-2025,Karnataka,Bangalore,560086,1,0,0
17-11-2025,Karnataka,Bangalore,560090,1,0,0
17-11-2025,Karnataka,Bangalore,560093,1,0,0
17-11-2025,Karnataka,Bangalore,560094,1,0,0
17-11-2025,Karnataka,Bangalore,562149,1,0,0
17-11-2025,Karnataka,Bangalore,562157,1,0,0
25-11-2025,Karnataka,Bangalore,560002,1,0,0
25-11-2025,Karnataka,Bangalore,560004,1,0,0
25-11-2025,Karnataka,Bangalore,560005,2,0,0
25-11-2025,Karnataka,Bangalore,560010,6,0,0
25-11-2025,Karnataka,Bangalore,560019,1,0,0
25-11-2025,Karnataka,Bangalore,560023,2,0,0
25-11-2025,Karnataka,Bangalore,560030,2,0,0
25-11-2025,Karnataka,Bangalore,560035,1,0,0
25-11-2025,Karnataka,Bangalore,560039,1,0,0
25-11-2025,Karnataka,Bangalore,560047,3,0,0
25-11-2025,Karnataka,Bangalore,560051,1,1,0
25-11-2025,Karnataka,Bangalore,560064,7,0,0
25-11-2025,Karnataka,Bangalore,560066,2,0,0
25-11-2025,Karnataka,Bangalore,560070,1,0,0
25-11-2025,Karnataka,Bangalore,560075,1,0,0
25-11-2025,Karnataka,Bangalore,560088,1,0,0
25-11-2025,Karnataka,Bangalore,560089,1,0,0
25-11-2025,Karnataka,Bangalore,560097,3,0,0
25-11-2025,Karnataka,Bangalore,560098,3,0,0
25-11-2025,Karnataka,Bangalore,560100,2,1,0
25-11-2025,Karnataka,Bangalore,560103,2,0,0
25-11-2025,Karnataka,Bangalore,560105,1,0,0
15-12-2025,Karnataka,Bangalore,560003,3,0,0
15-12-2025,Karnataka,Bangalore,560005,5,0,0
15-12-2025,Karnataka,Bangalore,560017,2,2,0
15-12-2025,Karnataka,Bangalore,560018,2,0,0
15-12-2025,Karnataka,Bangalore,560021,7,0,0
15-12-2025,Karnataka,Bangalore,560024,2,0,0
15-12-2025,Karnataka,Bangalore,560030,2,0,0
15-12-2025,Karnataka,Bangalore,560033,1,0,0
15-12-2025,Karnataka,Bangalore,560038,2,0,0
15-12-2025,Karnataka,Bangalore,560040,8,0,0
15-12-2025,Karnataka,Bangalore,560064,4,2,0
15-12-2025,Karnataka,Bangalore,560086,3,0,0
15-12-2025,Karnataka,Bangalore,562106,7,2,0
30-10-2025,Karnataka,Bangalore,560008,2,0,0
30-10-2025,Karnataka,Bangalore,560011,2,0,0
30-10-2025,Karnataka,Bangalore,560016,4,1,0
30-10-2025,Karnataka,Bangalore,560021,2,1,0
30-10-2025,Karnataka,Bangalore,560036,3,0,0
30-10-2025,Karnataka,Bangalore,560040,3,0,0
30-10-2025,Karnataka,Bangalore,560056,2,1,0
30-10-2025,Karnataka,Bangalore,560070,2,0,0
30-10-2025,Karnataka,Bangalore,560073,3,1,0
30-10-2025,Karnataka,Bangalore,560079,2,2,0
30-10-2025,Karnataka,Bangalore,560083,2,3,0
30-10-2025,Karnataka,Bangalore,560084,3,0,0
30-10-2025,Karnataka,Bangalore,560090,2,0,0
30-10-2025,Karnataka,Bangalore,560091,4,0,0
30-10-2025,Karnataka,Bangalore,560092,2,1,0
30-10-2025,Karnataka,Bangalore,560098,2,0,0
30-10-2025,Karnataka,Bangalore,560100,2,1,0
30-10-2025,Karnataka,Bangalore,562106,2,0,0
31-10-2025,Karnataka,Bangalore,560005,1,0,0
31-10-2025,Karnataka,Bangalore,560016,3,0,0
31-10-2025,Karnataka,Bangalore,560022,2,0,0
31-10-2025,Karnataka,Bangalore,560027,1,0,0
31-10-2025,Karnataka,Bangalore,560032,5,2,0
31-10-2025,Karnataka,Bangalore,560035,1,0,0
31-10-2025,Karnataka,Bangalore,560047,7,3,0
31-10-2025,Karnataka,Bangalore,560054,1,0,0
31-10-2025,Karnataka,Bangalore,560058,3,0,0
31-10-2025,Karnataka,Bangalore,560062,2,0,0
31-10-2025,Karnataka,Bangalore,560067,4,0,0
31-10-2025,Karnataka,Bangalore,560069,1,0,0
31-10-2025,Karnataka,Bangalore,560071,1,0,0
31-10-2025,Karnataka,Bangalore,560072,1,0,0
31-10-2025,Karnataka,Bangalore,560077,1,3,0
31-10-2025,Karnataka,Bangalore,560090,2,0,0
31-10-2025,Karnataka,Bangalore,562125,0,1,0
31-10-2025,Karnataka,Bangalore,562157,1,0,0
29-10-2025,Karnataka,Bangalore,560077,2,1,0
29-10-2025,Karnataka,Bangalore,560079,3,1,0
29-10-2025,Karnataka,Bangalore,560088,0,1,0
29-10-2025,Karnataka,Bangalore,560098,2,0,0
29-10-2025,Karnataka,Bangalore,560100,1,1,0
29-10-2025,Karnataka,Bangalore,560105,0,2,0
29-10-2025,Karnataka,Bangalore,562123,1,0,0
01-11-2025,Karnataka,Bangalore,560023,0,1,0
01-11-2025,Karnataka,Bangalore,560077,0,1,0
01-11-2025,Karnataka,Bangalore,562106,1,0,0
02-11-2025,Karnataka,Bangalore,560027,2,2,0
02-11-2025,Karnataka,Bangalore,560051,2,0,0
02-11-2025,Karnataka,Bangalore,560054,2,2,0
02-11-2025,Karnataka,Bangalore,560066,1,0,0
02-11-2025,Karnataka,Bangalore,560070,3,0,0
02-11-2025,Karnataka,Bangalore,560072,1,0,0
02-11-2025,Karnataka,Bangalore,560083,0,1,0
02-11-2025,Karnataka,Bangalore,560087,0,1,0
10-11-2025,Karnataka,Bangalore,560021,1,0,0
10-11-2025,Karnataka,Bangalore,560033,3,0,0
10-11-2025,Karnataka,Bangalore,560039,1,1,0
10-11-2025,Karnataka,Bangalore,560050,0,1,0
10-11-2025,Karnataka,Bangalore,560057,2,0,0
10-11-2025,Karnataka,Bangalore,560075,2,0,0
10-11-2025,Karnataka,Bangalore,560079,0,1,0
10-11-2025,Karnataka,Bangalore,560093,1,0,0
10-11-2025,Karnataka,Bangalore,560098,0,1,0
10-11-2025,Karnataka,Bangalore,560103,1,0,0
11-11-2025,Karnataka,Bangalore,560008,2,0,0
11-11-2025,Karnataka,Bangalore,560023,1,0,0
11-11-2025,Karnataka,Bangalore,560043,1,1,0
11-11-2025,Karnataka,Bangalore,560045,2,0,0
11-11-2025,Karnataka,Bangalore,560047,2,0,0
11-11-2025,Karnataka,Bangalore,560058,2,0,0
11-11-2025,Karnataka,Bangalore,560060,2,0,0
11-11-2025,Karnataka,Bangalore,560062,2,0,0
11-11-2025,Karnataka,Bangalore,560068,2,0,0
11-11-2025,Karnataka,Bangalore,560077,4,1,0
11-11-2025,Karnataka,Bangalore,560083,1,0,0
11-11-2025,Karnataka,Bangalore,560094,1,1,0
11-11-2025,Karnataka,Bangalore,560104,1,0,0
14-11-2025,Karnataka,Bangalore,560001,4,0,0
14-11-2025,Karnataka,Bangalore,560005,1,1,0
14-11-2025,Karnataka,Bangalore,560022,2,0,0
14-11-2025,Karnataka,Bangalore,560041,1,0,0
14-11-2025,Karnataka,Bangalore,560045,2,2,0
14-11-2025,Karnataka,Bangalore,560058,2,0,0
14-11-2025,Karnataka,Bangalore,560077,1,0,0
14-11-2025,Karnataka,Bangalore,560078,1,2,0
14-11-2025,Karnataka,Bangalore,560090,1,0,0
14-11-2025,Karnataka,Bangalore,560091,2,0,0
15-11-2025,Karnataka,Bangalore,560002,1,0,0
15-11-2025,Karnataka,Bangalore,560029,1,0,0
15-11-2025,Karnataka,Bangalore,560032,3,1,0
15-11-2025,Karnataka,Bangalore,560039,3,2,0
15-11-2025,Karnataka,Bangalore,560049,0,1,0
15-11-2025,Karnataka,Bangalore,560057,1,1,0
15-11-2025,Karnataka,Bangalore,560064,7,1,0
15-11-2025,Karnataka,Bangalore,560098,1,0,0
15-11-2025,Karnataka,Bangalore,560105,3,1,0
15-11-2025,Karnataka,Bangalore,562106,1,0,0
15-11-2025,Karnataka,Bangalore,562123,1,0,0
15-11-2025,Karnataka,Bangalore,562125,1,0,0
19-11-2025,Karnataka,Bangalore,560001,2,0,0
19-11-2025,Karnataka,Bangalore,560004,1,0,0
19-11-2025,Karnataka,Bangalore,560016,0,2,0
19-11-2025,Karnataka,Bangalore,560019,1,0,0
19-11-2025,Karnataka,Bangalore,560021,2,0,0
19-11-2025,Karnataka,Bangalore,560026,10,0,0
19-11-2025,Karnataka,Bangalore,560030,1,0,0
19-11-2025,Karnataka,Bangalore,560043,0,2,0
19-11-2025,Karnataka,Bangalore,560048,0,1,0
19-11-2025,Karnataka,Bangalore,560051,2,0,0
19-11-2025,Karnataka,Bangalore,560060,4,1,0
19-11-2025,Karnataka,Bangalore,560067,3,0,0
19-11-2025,Karnataka,Bangalore,560082,1,0,0
19-11-2025,Karnataka,Bangalore,560083,1,1,0
19-11-2025,Karnataka,Bangalore,560084,5,0,0
19-11-2025,Karnataka,Bangalore,560086,0,1,0
19-11-2025,Karnataka,Bangalore,560087,3,0,0
19-11-2025,Karnataka,Bangalore,560089,1,0,0
19-11-2025,Karnataka,Bangalore,562157,1,1,0
18-11-2025,Karnataka,Bangalore,560011,4,0,0
18-11-2025,Karnataka,Bangalore,560024,1,0,0
18-11-2025,Karnataka,Bangalore,560030,1,0,0
18-11-2025,Karnataka,Bangalore,560047,5,0,0
18-11-2025,Karnataka,Bangalore,560049,1,1,0
18-11-2025,Karnataka,Bangalore,560050,1,1,0
18-11-2025,Karnataka,Bangalore,560056,2,0,0
18-11-2025,Karnataka,Bangalore,560061,4,0,0
18-11-2025,Karnataka,Bangalore,560062,6,0,0
18-11-2025,Karnataka,Bangalore,560067,0,1,0
18-11-2025,Karnataka,Bangalore,560072,4,0,0
18-11-2025,Karnataka,Bangalore,560076,2,2,0
18-11-2025,Karnataka,Bangalore,560086,2,0,0
18-11-2025,Karnataka,Bangalore,560102,1,1,0
18-11-2025,Karnataka,Bangalore,560104,0,1,0
21-12-2025,Karnataka,Bangalore,560018,3,0,0
21-12-2025,Karnataka,Bangalore,560019,1,0,0
21-12-2025,Karnataka,Bangalore,560049,3,0,0
21-12-2025,Karnataka,Bangalore,560056,1,0,0
21-12-2025,Karnataka,Bangalore,560065,1,0,0
22-12-2025,Karnataka,Bangalore,560003,3,0,0
22-12-2025,Karnataka,Bangalore,560016,5,0,0
22-12-2025,Karnataka,Bangalore,560017,6,0,0
22-12-2025,Karnataka,Bangalore,560019,3,0,0
22-12-2025,Karnataka,Bangalore,560023,2,0,0
22-12-2025,Karnataka,Bangalore,560026,9,0,0
22-12-2025,Karnataka,Bangalore,560027,5,0,0
22-12-2025,Karnataka,Bangalore,560033,1,0,0
22-12-2025,Karnataka,Bangalore,560039,3,0,0
22-12-2025,Karnataka,Bangalore,560041,1,0,0
22-12-2025,Karnataka,Bangalore,560048,2,0,0
22-12-2025,Karnataka,Bangalore,560049,3,0,0
22-12-2025,Karnataka,Bangalore,560053,1,0,0
22-12-2025,Karnataka,Bangalore,560054,4,0,0
22-12-2025,Karnataka,Bangalore,560056,1,0,0
22-12-2025,Karnataka,Bangalore,560057,1,0,0
22-12-2025,Karnataka,Bangalore,560066,1,0,0
22-12-2025,Karnataka,Bangalore,560067,5,0,0
22-12-2025,Karnataka,Bangalore,560070,2,0,0
22-12-2025,Karnataka,Bangalore,560086,5,0,0
22-12-2025,Karnataka,Bangalore,562106,7,0,0
24-12-2025,Karnataka,Bangalore,560016,3,0,0
24-12-2025,Karnataka,Bangalore,560021,2,0,0
24-12-2025,Karnataka,Bangalore,560051,1,0,0
24-12-2025,Karnataka,Bangalore,560060,3,0,0
24-12-2025,Karnataka,Bangalore,560090,1,0,0
24-12-2025,Karnataka,Bangalore,562106,3,0,0
24-12-2025,Karnataka,Bangalore,562107,3,0,0
24-12-2025,Karnataka,Bangalore,562130,1,0,0
23-12-2025,Karnataka,Bangalore,560015,2,0,0
23-12-2025,Karnataka,Bangalore,560018,2,0,0
23-12-2025,Karnataka,Bangalore,560023,3,0,0
23-12-2025,Karnataka,Bangalore,560030,1,0,0
23-12-2025,Karnataka,Bangalore,560036,3,0,0
23-12-2025,Karnataka,Bangalore,560053,1,0,0
23-12-2025,Karnataka,Bangalore,560058,5,0,0
23-12-2025,Karnataka,Bangalore,560060,1,0,0
23-12-2025,Karnataka,Bangalore,560068,5,0,0
23-12-2025,Karnataka,Bangalore,560075,1,0,0
23-12-2025,Karnataka,Bangalore,560078,5,0,0
23-12-2025,Karnataka,Bangalore,560082,3,0,0
23-12-2025,Karnataka,Bangalore,560086,3,0,0
23-12-2025,Karnataka,Bangalore,560091,1,0,0
23-12-2025,Karnataka,Bangalore,560093,1,0,0
23-12-2025,Karnataka,Bangalore,560098,1,0,0
23-12-2025,Karnataka,Bangalore,560102,3,0,0
23-12-2025,Karnataka,Bangalore,562107,1,0,0
23-12-2025,Karnataka,Bangalore,562111,1,0,0
23-12-2025,Karnataka,Bangalore,562149,1,0,0
25-12-2025,Karnataka,Bangalore,560004,1,0,0
25-12-2025,Karnataka,Bangalore,560006,1,0,0
25-12-2025,Karnataka,Bangalore,560011,1,0,0
25-12-2025,Karnataka,Bangalore,560026,2,1,0
25-12-2025,Karnataka,Bangalore,560027,2,0,0
25-12-2025,Karnataka,Bangalore,560038,0,1,0
25-12-2025,Karnataka,Bangalore,560040,2,0,0
25-12-2025,Karnataka,Bangalore,560045,4,0,0
25-12-2025,Karnataka,Bangalore,560047,1,0,0
25-12-2025,Karnataka,Bangalore,560076,1,0,0
25-12-2025,Karnataka,Bangalore,560078,0,1,0
25-12-2025,Karnataka,Bangalore,560083,1,0,0
25-12-2025,Karnataka,Bangalore,560095,0,1,0
25-12-2025,Karnataka,Bangalore,560096,1,0,0
26-12-2025,Karnataka,Bangalore,560016,1,0,0
26-12-2025,Karnataka,Bangalore,560017,1,0,0
26-12-2025,Karnataka,Bangalore,560037,0,1,0
26-12-2025,Karnataka,Bangalore,560038,1,1,0
26-12-2025,Karnataka,Bangalore,560046,0,1,0
26-12-2025,Karnataka,Bangalore,560059,2,0,0
26-12-2025,Karnataka,Bangalore,560060,2,0,0
26-12-2025,Karnataka,Bangalore,560062,2,0,0
26-12-2025,Karnataka,Bangalore,560066,1,0,0
26-12-2025,Karnataka,Bangalore,560072,2,0,0
26-12-2025,Karnataka,Bangalore,560079,2,0,0
26-12-2025,Karnataka,Bangalore,560082,2,0,0
26-12-2025,Karnataka,Bangalore,560085,1,0,0
26-12-2025,Karnataka,Bangalore,560100,0,1,0
27-12-2025,Karnataka,Bangalore,560078,1,0,0
28-12-2025,Karnataka,Bangalore,560022,1,0,0
28-12-2025,Karnataka,Bangalore,560037,0,2,0
28-12-2025,Karnataka,Bangalore,560039,4,0,0
28-12-2025,Karnataka,Bangalore,560045,2,3,0
28-12-2025,Karnataka,Bangalore,560072,1,0,0
28-12-2025,Karnataka,Bangalore,560090,1,0,0
28-12-2025,Karnataka,Bangalore,560094,1,0,0
28-12-2025,Karnataka,Bangalore,562107,4,0,0
28-12-2025,Karnataka,Bangalore,562130,1,0,0
29-12-2025,Karnataka,Bangalore,560003,1,0,0
29-12-2025,Karnataka,Bangalore,560024,1,0,0
29-12-2025,Karnataka,Bangalore,560105,1,0,0
29-12-2025,Karnataka,Bangalore,562107,3,1,0
01-01-2026,Karnataka,Bangalore,560015,1,0,0
01-01-2026,Karnataka,Bangalore,560017,1,1,0
01-01-2026,Karnataka,Bangalore,560023,1,1,0
01-01-2026,Karnataka,Bangalore,560037,1,1,0
01-01-2026,Karnataka,Bangalore,560058,3,2,0
01-01-2026,Karnataka,Bangalore,560078,4,2,0
01-01-2026,Karnataka,Bangalore,560082,5,0,0
01-01-2026,Karnataka,Bangalore,560091,5,1,0
01-01-2026,Karnataka,Bangalore,560097,3,2,0
01-01-2026,Karnataka,Bangalore,560103,0,1,0
01-01-2026,Karnataka,Bangalore,560105,4,0,0
01-01-2026,Karnataka,Bangalore,562106,4,0,0
